survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
cnes1993,,Canada,,,,1992,,,cpsnwgt1,icpsr,cnes,ICPSR_06571,,,,,
cnes1997,,Canada,,,,1997,,,cpsnwgt1,icpsr,cnes,ICPSR_02593,,,,,
cnes2000,,Canada,,,,2000,,,cesnwgt,icpsr,cnes,ICPSR_03969,,,,,
