survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
snes2010,,Sweden,,,,2010,,,,misc,snd,snes2010,,,https://snd.gu.se/en/catalogue/study/snd0876#dataset,,
